Wi1,Wi2,Wi3,Wi5,DC Gain,ft,f3,Vcm,Pdiss,Is4,Gm6,Gm4,Wi4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Abs_Gain,Delay
0.0001,6.10E-05,9.10E-05,5.55E-05,54.9681,3.96E+07,144988,1.6,6.98E-05,1.20E-05,2.14E-03,0.000443703,2.94E-04,2.00E+02,1.22E+02,1.82E+02,5.88E+02,1.11E+02,560.2798452,0.00241211
1.00E-06,4.10E-05,8.10E-05,7.26E-05,55.0541,2.08E+07,50626.3,0.8,6.28E-05,9.21E-06,1.12E-03,0.000318035,1.45E-04,2.00E+00,8.20E+01,1.62E+02,2.90E+02,1.45E+02,565.8547945,0.00043457
6.10E-05,3.10E-05,2.10E-05,3.90E-05,55.0564,5.41E+07,144018,1.6,0.000119509,1.16E-05,2.92E-03,0.000310608,2.92E-04,1.22E+02,6.20E+01,4.20E+01,5.84E+02,7.80E+01,566.0046511,0.00249023
0.0001,0.0001,6.10E-05,3.65E-05,55.1295,3.90E+07,147472,1.6,6.88E-05,1.20E-05,2.11E-03,0.000565986,3.72E-04,2.00E+02,2.00E+02,1.22E+02,7.44E+02,7.30E+01,570.788218,0.00050293
5.10E-05,0.0001,7.10E-05,4.28E-05,55.1329,3.28E+07,116748,0.8,5.69E-05,9.86E-06,1.77E-03,0.000514168,3.45E-04,1.02E+02,2.00E+02,1.42E+02,6.90E+02,8.56E+01,571.0116908,0.000512695
8.10E-05,3.10E-05,3.10E-05,4.74E-05,55.1482,5.01E+07,136356,1.6,0.000107044,1.18E-05,2.71E-03,0.000312443,2.68E-04,1.62E+02,6.20E+01,6.20E+01,5.36E+02,9.48E+01,572.0184015,0.000498047
2.10E-05,0.0001,6.10E-05,3.65E-05,55.231,3.67E+07,125804,1.6,6.78E-05,1.18E-05,1.98E-03,0.000561728,3.53E-04,4.20E+01,2.00E+02,1.22E+02,7.06E+02,7.30E+01,577.4973557,0.00249023
1.00E-06,6.10E-05,4.10E-05,3.97E-05,55.2625,2.37E+07,54241,1.6,7.90E-05,1.11E-05,1.28E-03,0.000426901,1.83E-04,2.00E+00,1.22E+02,8.20E+01,3.66E+02,7.94E+01,579.5954934,0.00451172
6.10E-05,4.10E-05,6.10E-05,5.56E-05,55.3136,4.47E+07,138520,1.6,8.18E-05,1.19E-05,2.42E-03,0.000361538,2.74E-04,1.22E+02,8.20E+01,1.22E+02,5.48E+02,1.11E+02,583.0153644,0.00159668
9.10E-05,0.0001,6.10E-05,3.65E-05,55.3364,3.89E+07,143496,1.6,6.87E-05,1.19E-05,2.10E-03,0.000565747,3.72E-04,1.82E+02,2.00E+02,1.22E+02,7.44E+02,7.30E+01,584.5477592,0.00249512
5.10E-05,7.10E-05,5.10E-05,4.30E-05,55.3727,3.72E+07,115198,0.8,6.52E-05,9.83E-06,2.01E-03,0.000432448,3.30E-04,1.02E+02,1.42E+02,1.02E+02,6.60E+02,8.60E+01,586.9958083,0.00352051
6.10E-05,0.0001,7.10E-05,4.28E-05,55.4649,3.31E+07,114716,0.8,5.70E-05,9.88E-06,1.79E-03,0.000514693,3.48E-04,1.22E+02,2.00E+02,1.42E+02,6.96E+02,8.56E+01,593.2599079,0.00151855
8.10E-05,0.0001,6.10E-05,3.65E-05,55.5376,3.88E+07,139380,1.6,6.86E-05,1.19E-05,2.10E-03,0.000565449,3.71E-04,1.62E+02,2.00E+02,1.22E+02,7.42E+02,7.30E+01,598.2462707,0.00148926
1.00E-06,5.10E-05,8.10E-05,5.91E-05,55.579,2.19E+07,51522.5,1.6,7.02E-05,1.13E-05,1.18E-03,0.000392622,1.54E-04,2.00E+00,1.02E+02,1.62E+02,3.08E+02,1.18E+02,601.1045288,0.00258789
3.10E-05,0.0001,6.10E-05,3.65E-05,55.6643,3.76E+07,125821,1.6,6.80E-05,1.18E-05,2.03E-03,0.000562857,3.61E-04,6.20E+01,2.00E+02,1.22E+02,7.22E+02,7.30E+01,607.0367723,0.00150391
7.10E-05,0.0001,6.10E-05,3.65E-05,55.7017,3.87E+07,135618,1.6,6.86E-05,1.19E-05,2.09E-03,0.000565107,3.70E-04,1.42E+02,2.00E+02,1.22E+02,7.40E+02,7.30E+01,609.6562073,0.00050293
6.10E-05,7.10E-05,5.10E-05,4.30E-05,55.703,3.74E+07,113195,0.8,6.53E-05,9.85E-06,2.02E-03,0.000432882,3.32E-04,1.22E+02,1.42E+02,1.02E+02,6.64E+02,8.60E+01,609.7474602,0.00148926
7.10E-05,0.0001,7.10E-05,4.27E-05,55.7454,3.34E+07,112968,0.8,5.71E-05,9.90E-06,1.80E-03,0.000515131,3.50E-04,1.42E+02,2.00E+02,1.42E+02,7.00E+02,8.54E+01,612.7312071,0.000522461
9.10E-05,6.10E-05,9.10E-05,5.56E-05,55.7666,3.97E+07,133174,1.6,6.98E-05,1.20E-05,2.14E-03,0.000443515,2.95E-04,1.82E+02,1.22E+02,1.82E+02,5.90E+02,1.11E+02,614.2285513,0.00158691
6.10E-05,0.0001,6.10E-05,3.65E-05,55.8185,3.86E+07,132266,1.6,6.85E-05,1.19E-05,2.08E-03,0.000564709,3.69E-04,1.22E+02,2.00E+02,1.22E+02,7.38E+02,7.30E+01,617.9096817,0.00349609
4.10E-05,0.0001,6.10E-05,3.65E-05,55.838,3.81E+07,127177,1.6,6.82E-05,1.19E-05,2.06E-03,0.000563637,3.65E-04,8.20E+01,2.00E+02,1.22E+02,7.30E+02,7.30E+01,619.2984599,0.0025
5.10E-05,0.0001,6.10E-05,3.65E-05,55.8726,3.84E+07,129407,1.6,6.84E-05,1.19E-05,2.07E-03,0.000564229,3.67E-04,1.02E+02,2.00E+02,1.22E+02,7.34E+02,7.30E+01,621.7703382,0.000498047
7.10E-05,7.10E-05,5.10E-05,4.30E-05,55.9821,3.76E+07,111471,0.8,6.54E-05,9.86E-06,2.03E-03,0.000433244,3.33E-04,1.42E+02,1.42E+02,1.02E+02,6.66E+02,8.60E+01,629.6583979,0.00351562
8.10E-05,0.0001,7.10E-05,4.27E-05,55.9883,3.36E+07,111432,0.8,5.72E-05,9.92E-06,1.81E-03,0.000515506,3.52E-04,1.62E+02,2.00E+02,1.42E+02,7.04E+02,8.54E+01,630.1080094,0.00349121
4.10E-05,2.10E-05,2.10E-05,4.75E-05,55.992,5.46E+07,122157,1.6,0.00013585,1.16E-05,2.95E-03,0.000255172,2.43E-04,8.20E+01,4.20E+01,4.20E+01,4.86E+02,9.50E+01,630.3764788,0.00150391
7.10E-05,3.10E-05,4.10E-05,5.34E-05,56.0412,4.85E+07,123531,1.6,9.79E-05,1.18E-05,2.62E-03,0.000313256,2.59E-04,1.42E+02,6.20E+01,8.20E+01,5.18E+02,1.07E+02,633.9572896,0.00248535
1.10E-05,4.10E-05,3.10E-05,4.47E-05,56.1294,3.92E+07,91494.3,0.8,8.43E-05,9.60E-06,2.12E-03,0.00032473,2.68E-04,2.20E+01,8.20E+01,6.20E+01,5.36E+02,8.94E+01,640.4275409,0.00050293
9.10E-05,0.0001,7.10E-05,4.27E-05,56.2026,3.37E+07,110061,0.8,5.73E-05,9.93E-06,1.82E-03,0.000515834,3.53E-04,1.82E+02,2.00E+02,1.42E+02,7.06E+02,8.54E+01,645.8475256,0.00149414
8.10E-05,7.10E-05,5.10E-05,4.29E-05,56.2238,3.78E+07,109955,0.8,6.55E-05,9.88E-06,2.04E-03,0.000433555,3.35E-04,1.62E+02,1.42E+02,1.02E+02,6.70E+02,8.58E+01,647.4257969,0.00452148
1.10E-05,1.10E-05,1.10E-05,4.76E-05,56.3591,5.46E+07,101047,1.6,0.000215557,1.12E-05,2.95E-03,0.000181982,1.78E-04,2.20E+01,2.20E+01,2.20E+01,3.56E+02,9.52E+01,657.5896968,0.00050293
0.0001,0.0001,7.10E-05,4.27E-05,56.376,3.38E+07,108939,0.8,5.73E-05,9.94E-06,1.83E-03,0.000516098,3.54E-04,2.00E+02,2.00E+02,1.42E+02,7.08E+02,8.54E+01,658.8704043,0.000493164
9.10E-05,7.10E-05,5.10E-05,4.29E-05,56.4371,3.79E+07,108600,0.8,6.56E-05,9.89E-06,2.05E-03,0.000433827,3.35E-04,1.82E+02,1.42E+02,1.02E+02,6.70E+02,8.58E+01,663.5215003,0.00352051
2.10E-05,2.10E-05,3.10E-05,5.56E-05,56.5313,4.97E+07,111892,1.6,0.000116717,1.16E-05,2.68E-03,0.000255552,2.21E-04,4.20E+01,4.20E+01,6.20E+01,4.42E+02,1.11E+02,670.75667,0.0023877
5.10E-05,3.10E-05,2.10E-05,3.91E-05,56.562,5.42E+07,121930,1.6,0.000119368,1.16E-05,2.93E-03,0.000310371,2.92E-04,1.02E+02,6.20E+01,4.20E+01,5.84E+02,7.82E+01,673.1316327,0.000483398
0.0001,7.10E-05,5.10E-05,4.29E-05,56.6095,3.80E+07,107492,0.8,6.57E-05,9.90E-06,2.05E-03,0.000434045,3.36E-04,2.00E+02,1.42E+02,1.02E+02,6.72E+02,8.58E+01,676.8228307,0.00352539
8.10E-05,6.10E-05,9.10E-05,5.56E-05,56.6622,3.96E+07,120707,1.6,6.97E-05,1.20E-05,2.14E-03,0.000443281,2.95E-04,1.62E+02,1.22E+02,1.82E+02,5.90E+02,1.11E+02,680.9418088,0.00458008
1.00E-06,5.10E-05,0.0001,7.27E-05,56.6674,1.97E+07,42619,0.8,5.74E-05,9.22E-06,1.06E-03,0.00035506,1.53E-04,2.00E+00,1.02E+02,2.00E+02,3.06E+02,1.45E+02,681.3495917,0.000566406
7.10E-05,3.10E-05,3.10E-05,4.75E-05,56.7194,5.06E+07,116702,1.6,0.000106968,1.17E-05,2.73E-03,0.000312273,2.71E-04,1.42E+02,6.20E+01,6.20E+01,5.42E+02,9.50E+01,685.4408762,0.00150391
5.10E-05,4.10E-05,6.10E-05,5.56E-05,56.7444,4.47E+07,117976,1.6,8.17E-05,1.19E-05,2.41E-03,0.000361239,2.74E-04,1.02E+02,8.20E+01,1.22E+02,5.48E+02,1.11E+02,687.4165756,0.000405273
0.0001,4.10E-05,5.10E-05,5.21E-05,57.042,4.62E+07,112269,1.6,8.66E-05,1.19E-05,2.50E-03,0.000361667,2.83E-04,2.00E+02,8.20E+01,1.02E+02,5.66E+02,1.04E+02,711.3772955,0.000522461
1.00E-06,9.10E-05,6.10E-05,3.99E-05,57.3438,2.13E+07,42928.8,1.6,6.68E-05,1.12E-05,1.15E-03,0.000523261,2.00E-04,2.00E+00,1.82E+02,1.22E+02,4.00E+02,7.98E+01,736.5292521,0.00349609
1.10E-05,8.10E-05,5.10E-05,3.75E-05,57.4072,3.72E+07,92460.1,1.6,7.28E-05,1.16E-05,2.01E-03,0.000502866,3.24E-04,2.20E+01,1.62E+02,1.02E+02,6.48E+02,7.50E+01,741.9249908,0.00050293
0.0001,4.10E-05,4.10E-05,4.75E-05,57.4304,4.79E+07,109258,1.6,9.20E-05,1.18E-05,2.59E-03,0.000360822,2.94E-04,2.00E+02,8.20E+01,8.20E+01,5.88E+02,9.50E+01,743.9093204,0.00349609
0.0001,4.10E-05,3.10E-05,4.15E-05,57.5145,4.96E+07,109982,1.6,9.91E-05,1.18E-05,2.68E-03,0.00035968,3.05E-04,2.00E+02,8.20E+01,6.20E+01,6.10E+02,8.30E+01,751.1471089,0.000488281
7.10E-05,6.10E-05,9.10E-05,5.57E-05,57.5654,3.96E+07,109328,1.6,6.97E-05,1.20E-05,2.14E-03,0.000443012,2.95E-04,1.42E+02,1.22E+02,1.82E+02,5.90E+02,1.11E+02,755.5618129,0.000429687
6.10E-05,3.10E-05,4.10E-05,5.34E-05,57.6923,4.87E+07,104690,1.6,9.78E-05,1.18E-05,2.63E-03,0.000313051,2.61E-04,1.22E+02,6.20E+01,8.20E+01,5.22E+02,1.07E+02,766.6815285,0.000522461
2.10E-05,4.10E-05,3.10E-05,4.46E-05,57.7535,4.20E+07,84313.5,0.8,8.50E-05,9.68E-06,2.27E-03,0.000326069,2.85E-04,4.20E+01,8.20E+01,6.20E+01,5.70E+02,8.92E+01,772.1025735,0.000493164
0.0001,8.10E-05,5.10E-05,3.73E-05,57.7851,4.21E+07,112076,1.6,7.43E-05,1.19E-05,2.28E-03,0.000508441,3.63E-04,2.00E+02,1.62E+02,1.02E+02,7.26E+02,7.46E+01,774.9166637,0.00050293
4.10E-05,3.10E-05,2.10E-05,3.91E-05,58.0217,5.40E+07,103101,1.6,0.000119191,1.16E-05,2.92E-03,0.000310074,2.92E-04,8.20E+01,6.20E+01,4.20E+01,5.84E+02,7.82E+01,796.3151898,0.00050293
9.10E-05,4.10E-05,5.10E-05,5.21E-05,58.0852,4.64E+07,101088,1.6,8.66E-05,1.19E-05,2.51E-03,0.000361523,2.85E-04,1.82E+02,8.20E+01,1.02E+02,5.70E+02,1.04E+02,802.1581494,0.00050293
9.10E-05,8.10E-05,5.10E-05,3.74E-05,58.1043,4.21E+07,107800,1.6,7.42E-05,1.19E-05,2.27E-03,0.000508227,3.62E-04,1.82E+02,1.62E+02,1.02E+02,7.24E+02,7.48E+01,803.9240109,0.00150879
4.10E-05,4.10E-05,6.10E-05,5.57E-05,58.1898,4.44E+07,99501.3,1.6,8.16E-05,1.19E-05,2.40E-03,0.000360864,2.73E-04,8.20E+01,8.20E+01,1.22E+02,5.46E+02,1.11E+02,811.8765546,0.00257812
1.00E-06,0.0001,8.10E-05,4.85E-05,58.2926,1.87E+07,35914.2,0.8,5.30E-05,9.21E-06,1.01E-03,0.000496748,2.04E-04,2.00E+00,2.00E+02,1.62E+02,4.08E+02,9.70E+01,821.5424333,0.0025
6.10E-05,3.10E-05,3.10E-05,4.75E-05,58.3605,5.10E+07,98356.9,1.6,0.000106878,1.17E-05,2.75E-03,0.000312072,2.74E-04,1.22E+02,6.20E+01,6.20E+01,5.48E+02,9.50E+01,827.9898253,0.00149902
8.10E-05,8.10E-05,5.10E-05,3.74E-05,58.427,4.20E+07,103328,1.6,7.41E-05,1.19E-05,2.27E-03,0.000507964,3.62E-04,1.62E+02,1.62E+02,1.02E+02,7.24E+02,7.48E+01,834.3533231,0.000522461
9.10E-05,4.10E-05,4.10E-05,4.75E-05,58.4712,4.80E+07,98234.4,1.6,9.20E-05,1.18E-05,2.60E-03,0.00036068,2.95E-04,1.82E+02,8.20E+01,8.20E+01,5.90E+02,9.50E+01,838.6099289,0.00150391
6.10E-05,6.10E-05,9.10E-05,5.57E-05,58.4755,3.95E+07,98233,1.6,6.96E-05,1.20E-05,2.14E-03,0.000442698,2.94E-04,1.22E+02,1.22E+02,1.82E+02,5.88E+02,1.11E+02,839.0251903,0.000444336
9.10E-05,4.10E-05,3.10E-05,4.15E-05,58.552,4.97E+07,98709.7,1.6,9.91E-05,1.18E-05,2.69E-03,0.000359541,3.06E-04,1.82E+02,8.20E+01,6.20E+01,6.12E+02,8.30E+01,846.4474481,0.00450195
1.10E-05,8.10E-05,6.10E-05,4.51E-05,58.5787,3.19E+07,70516.5,0.8,6.05E-05,9.66E-06,1.72E-03,0.000457944,3.05E-04,2.20E+01,1.62E+02,1.22E+02,6.10E+02,9.02E+01,849.0533894,0.00150879
2.10E-05,8.10E-05,5.10E-05,3.75E-05,58.6038,3.92E+07,89693,1.6,7.33E-05,1.17E-05,2.12E-03,0.000504654,3.40E-04,4.20E+01,1.62E+02,1.02E+02,6.80E+02,7.50E+01,851.510485,0.00149902
3.10E-05,4.10E-05,3.10E-05,4.46E-05,58.655,4.33E+07,79861.2,0.8,8.53E-05,9.72E-06,2.34E-03,0.000326822,2.94E-04,6.20E+01,8.20E+01,6.20E+01,5.88E+02,8.92E+01,856.5446366,0.00349121
7.10E-05,8.10E-05,5.10E-05,3.74E-05,58.7073,4.18E+07,99275.5,1.6,7.41E-05,1.19E-05,2.26E-03,0.000507661,3.61E-04,1.42E+02,1.62E+02,1.02E+02,7.22E+02,7.48E+01,861.717673,0.00150391
3.10E-05,2.10E-05,2.10E-05,4.76E-05,58.7365,5.48E+07,90808.3,1.6,0.000135649,1.15E-05,2.96E-03,0.000254857,2.44E-04,6.20E+01,4.20E+01,4.20E+01,4.88E+02,9.52E+01,864.6194481,0.00149902
6.10E-05,8.10E-05,5.10E-05,3.74E-05,58.9327,4.16E+07,95993.7,1.6,7.40E-05,1.19E-05,2.25E-03,0.000507306,3.59E-04,1.22E+02,1.62E+02,1.02E+02,7.18E+02,7.48E+01,884.3720326,0.00348633
3.10E-05,8.10E-05,5.10E-05,3.74E-05,59.0178,4.01E+07,89712.1,1.6,7.35E-05,1.18E-05,2.16E-03,0.00050566,3.47E-04,6.20E+01,1.62E+02,1.02E+02,6.94E+02,7.48E+01,893.0792521,0.00250488
5.10E-05,8.10E-05,5.10E-05,3.74E-05,59.0846,4.13E+07,93212,1.6,7.39E-05,1.18E-05,2.23E-03,0.000506882,3.57E-04,1.02E+02,1.62E+02,1.02E+02,7.14E+02,7.48E+01,899.9740767,0.00152344
4.10E-05,8.10E-05,5.10E-05,3.74E-05,59.1323,4.08E+07,91045.2,1.6,7.37E-05,1.18E-05,2.21E-03,0.000506353,3.53E-04,8.20E+01,1.62E+02,1.02E+02,7.06E+02,7.48E+01,904.930029,0.00149902
0.0001,5.10E-05,7.10E-05,5.44E-05,59.1485,4.30E+07,91165.1,1.6,7.62E-05,1.20E-05,2.33E-03,0.000404744,2.93E-04,2.00E+02,1.02E+02,1.42E+02,5.86E+02,1.09E+02,906.6193834,0.00050293
8.10E-05,4.10E-05,5.10E-05,5.22E-05,59.271,4.66E+07,89881.8,1.6,8.65E-05,1.19E-05,2.52E-03,0.000361342,2.86E-04,1.62E+02,8.20E+01,1.02E+02,5.72E+02,1.04E+02,919.4963296,0.0025
4.10E-05,4.10E-05,3.10E-05,4.46E-05,59.2826,4.41E+07,76930,0.8,8.56E-05,9.75E-06,2.38E-03,0.000327343,2.99E-04,8.20E+01,8.20E+01,6.20E+01,5.98E+02,8.92E+01,920.7251367,0.00250977
3.10E-05,3.10E-05,2.10E-05,3.91E-05,59.343,5.34E+07,87586.3,1.6,0.000118955,1.15E-05,2.89E-03,0.00030968,2.89E-04,6.20E+01,6.20E+01,4.20E+01,5.78E+02,7.82E+01,927.1499943,0.00148437
5.10E-05,3.10E-05,4.10E-05,5.35E-05,59.3915,4.88E+07,87527.3,1.6,9.77E-05,1.18E-05,2.64E-03,0.000312802,2.61E-04,1.02E+02,6.20E+01,8.20E+01,5.22E+02,1.07E+02,932.3414661,0.000498047
5.10E-05,6.10E-05,9.10E-05,5.58E-05,59.3935,3.94E+07,88303.8,1.6,6.95E-05,1.20E-05,2.13E-03,0.000442319,2.93E-04,1.02E+02,1.22E+02,1.82E+02,5.86E+02,1.12E+02,932.5561704,0.000439453
3.10E-05,4.10E-05,6.10E-05,5.59E-05,59.6408,4.39E+07,83399.8,1.6,8.15E-05,1.18E-05,2.37E-03,0.000360369,2.70E-04,6.20E+01,8.20E+01,1.22E+02,5.40E+02,1.12E+02,959.4889996,0.00251465
8.10E-05,4.10E-05,4.10E-05,4.75E-05,59.654,4.82E+07,87216.2,1.6,9.19E-05,1.18E-05,2.60E-03,0.000360502,2.96E-04,1.62E+02,8.20E+01,8.20E+01,5.92E+02,9.50E+01,960.9482495,0.00149902
8.10E-05,4.10E-05,3.10E-05,4.15E-05,59.7305,4.99E+07,87524.3,1.6,9.90E-05,1.18E-05,2.69E-03,0.000359366,3.07E-04,1.62E+02,8.20E+01,6.20E+01,6.14E+02,8.30E+01,969.4490737,0.00450684
5.10E-05,4.10E-05,3.10E-05,4.46E-05,59.7653,4.47E+07,74689.6,0.8,8.58E-05,9.78E-06,2.41E-03,0.000327739,3.02E-04,1.02E+02,8.20E+01,6.20E+01,6.04E+02,8.92E+01,973.3409607,0.00351562
1.10E-05,2.10E-05,3.10E-05,5.59E-05,59.7696,4.77E+07,72215.7,1.6,0.000116318,1.15E-05,2.58E-03,0.000254682,2.13E-04,2.20E+01,4.20E+01,6.20E+01,4.26E+02,1.12E+02,973.8229381,0.000478516
1.00E-06,1.10E-05,1.10E-05,4.86E-05,59.8903,2.99E+07,32505.7,1.6,0.000211532,1.08E-05,1.62E-03,0.000178834,9.95E-05,2.00E+00,2.20E+01,2.20E+01,1.99E+02,9.72E+01,987.4497405,0.00349121
9.10E-05,5.10E-05,7.10E-05,5.45E-05,60.0047,4.31E+07,83456.2,1.6,7.62E-05,1.20E-05,2.33E-03,0.000404577,2.94E-04,1.82E+02,1.02E+02,1.42E+02,5.88E+02,1.09E+02,1000.541254,0.00149414
5.10E-05,3.10E-05,3.10E-05,4.76E-05,60.0478,5.11E+07,82136.4,1.6,0.000106769,1.17E-05,2.76E-03,0.000311827,2.75E-04,1.02E+02,6.20E+01,6.20E+01,5.50E+02,9.52E+01,1005.518349,0.000488281
6.10E-05,4.10E-05,3.10E-05,4.46E-05,60.1577,4.51E+07,72858.8,0.8,8.59E-05,9.79E-06,2.43E-03,0.000328058,3.04E-04,1.22E+02,8.20E+01,6.20E+01,6.08E+02,8.92E+01,1018.321704,0.00150391
1.00E-06,2.10E-05,3.10E-05,5.75E-05,60.2465,2.72E+07,31343.4,1.6,0.000113907,1.11E-05,1.47E-03,0.000249794,1.24E-04,2.00E+00,4.20E+01,6.20E+01,2.48E+02,1.15E+02,1028.785892,0.00150879
0.0001,5.10E-05,6.10E-05,5.13E-05,60.3017,4.44E+07,80896.4,1.6,7.92E-05,1.19E-05,2.40E-03,0.000404141,3.03E-04,2.00E+02,1.02E+02,1.22E+02,6.06E+02,1.03E+02,1035.344784,0.0025
4.10E-05,6.10E-05,9.10E-05,5.59E-05,60.3232,3.91E+07,78420.2,1.6,6.94E-05,1.19E-05,2.12E-03,0.00044185,2.92E-04,8.20E+01,1.22E+02,1.82E+02,5.84E+02,1.12E+02,1037.910726,0.000561523
2.10E-05,3.10E-05,2.10E-05,3.92E-05,60.3452,5.20E+07,75297.5,1.6,0.000118608,1.15E-05,2.81E-03,0.000309105,2.82E-04,4.20E+01,6.20E+01,4.20E+01,5.64E+02,7.84E+01,1040.542923,0.00152344
2.10E-05,8.10E-05,6.10E-05,4.50E-05,60.4262,3.41E+07,63038.7,0.8,6.10E-05,9.74E-06,1.84E-03,0.000459908,3.25E-04,4.20E+01,1.62E+02,1.22E+02,6.50E+02,9.00E+01,1050.291861,0.000493164
7.10E-05,4.10E-05,5.10E-05,5.22E-05,60.4746,4.67E+07,78995.8,1.6,8.65E-05,1.19E-05,2.52E-03,0.000361132,2.86E-04,1.42E+02,8.20E+01,1.02E+02,5.72E+02,1.04E+02,1056.160692,0.0025
7.10E-05,4.10E-05,3.10E-05,4.45E-05,60.4885,4.53E+07,71311.3,0.8,8.61E-05,9.81E-06,2.45E-03,0.000328324,3.06E-04,1.42E+02,8.20E+01,6.20E+01,6.12E+02,8.90E+01,1057.852216,0.000493164
1.10E-05,3.10E-05,2.10E-05,3.92E-05,60.4923,4.89E+07,67455.2,1.6,0.000117968,1.14E-05,2.64E-03,0.000308078,2.66E-04,2.20E+01,6.20E+01,4.20E+01,5.32E+02,7.84E+01,1058.315118,0.00348145
0.0001,5.10E-05,5.10E-05,4.75E-05,60.5784,4.58E+07,79274.4,1.6,8.28E-05,1.19E-05,2.47E-03,0.000403403,3.13E-04,2.00E+02,1.02E+02,1.02E+02,6.26E+02,9.50E+01,1068.85797,0.00249023
0.0001,5.10E-05,4.10E-05,4.28E-05,60.6974,4.72E+07,79130.2,1.6,8.72E-05,1.19E-05,2.55E-03,0.00040246,3.24E-04,2.00E+02,1.02E+02,8.20E+01,6.48E+02,8.56E+01,1083.602504,0.00349121
8.10E-05,4.10E-05,3.10E-05,4.45E-05,60.7741,4.56E+07,69971.1,0.8,8.62E-05,9.82E-06,2.46E-03,0.000328553,3.07E-04,1.62E+02,8.20E+01,6.20E+01,6.14E+02,8.90E+01,1093.213535,0.00050293
7.10E-05,4.10E-05,4.10E-05,4.76E-05,60.8541,4.83E+07,76638.8,1.6,9.19E-05,1.18E-05,2.61E-03,0.000360296,2.97E-04,1.42E+02,8.20E+01,8.20E+01,5.94E+02,9.52E+01,1103.328915,0.000488281
7.10E-05,4.10E-05,3.10E-05,4.16E-05,60.9258,4.99E+07,76803.7,1.6,9.89E-05,1.17E-05,2.70E-03,0.000359163,3.08E-04,1.42E+02,8.20E+01,6.20E+01,6.16E+02,8.32E+01,1112.474334,0.000541992
8.10E-05,5.10E-05,7.10E-05,5.45E-05,60.9594,4.32E+07,75425.2,1.6,7.61E-05,1.20E-05,2.33E-03,0.000404367,2.94E-04,1.62E+02,1.02E+02,1.42E+02,5.88E+02,1.09E+02,1116.7861,0.000488281
9.10E-05,4.10E-05,3.10E-05,4.45E-05,61.0253,4.57E+07,68789.3,0.8,8.63E-05,9.84E-06,2.47E-03,0.000328752,3.08E-04,1.82E+02,8.20E+01,6.20E+01,6.16E+02,8.90E+01,1125.291401,0.00149414
2.10E-05,4.10E-05,6.10E-05,5.60E-05,61.1,4.28E+07,68436,1.6,8.13E-05,1.18E-05,2.31E-03,0.000359652,2.64E-04,4.20E+01,8.20E+01,1.22E+02,5.28E+02,1.12E+02,1135.010816,0.0015625
4.10E-05,3.10E-05,4.10E-05,5.35E-05,61.1023,4.87E+07,72317,1.6,9.76E-05,1.18E-05,2.63E-03,0.000312487,2.61E-04,8.20E+01,6.20E+01,8.20E+01,5.22E+02,1.07E+02,1135.311403,0.00050293
1.00E-06,6.10E-05,5.10E-05,4.94E-05,61.1333,2.19E+07,26722.2,0.8,6.50E-05,9.17E-06,1.19E-03,0.000387165,1.87E-04,2.00E+00,1.22E+02,1.02E+02,3.74E+02,9.88E+01,1139.370577,0.000522461
9.10E-05,5.10E-05,6.10E-05,5.14E-05,61.135,4.45E+07,74307,1.6,7.92E-05,1.19E-05,2.40E-03,0.000403975,3.03E-04,1.82E+02,1.02E+02,1.22E+02,6.06E+02,1.03E+02,1139.593596,0.0025
0.0001,4.10E-05,3.10E-05,4.45E-05,61.228,4.59E+07,67833.2,0.8,8.63E-05,9.85E-06,2.48E-03,0.000328912,3.09E-04,2.00E+02,8.20E+01,6.20E+01,6.18E+02,8.90E+01,1151.860804,0.00349609
3.10E-05,6.10E-05,9.10E-05,5.60E-05,61.2736,3.87E+07,69267.8,1.6,6.93E-05,1.19E-05,2.09E-03,0.000441229,2.89E-04,6.20E+01,1.22E+02,1.82E+02,5.78E+02,1.12E+02,1157.923852,0.00257812
1.00E-06,4.10E-05,6.10E-05,5.80E-05,61.355,2.38E+07,27692.4,1.6,7.88E-05,1.12E-05,1.29E-03,0.0003512,1.50E-04,2.00E+00,8.20E+01,1.22E+02,3.00E+02,1.16E+02,1168.826367,0.00151855
9.10E-05,5.10E-05,5.10E-05,4.76E-05,61.41,4.59E+07,72863.6,1.6,8.28E-05,1.19E-05,2.48E-03,0.000403239,3.13E-04,1.82E+02,1.02E+02,1.02E+02,6.26E+02,9.52E+01,1176.250985,0.0044873
3.10E-05,8.10E-05,6.10E-05,4.50E-05,61.4464,3.51E+07,59125.8,0.8,6.12E-05,9.79E-06,1.90E-03,0.000461013,3.33E-04,6.20E+01,1.62E+02,1.22E+02,6.66E+02,9.00E+01,1181.190649,0.00449219
0.0001,6.10E-05,4.10E-05,3.90E-05,61.458,4.62E+07,74365.4,1.6,8.32E-05,1.19E-05,2.49E-03,0.000440172,3.46E-04,2.00E+02,1.22E+02,8.20E+01,6.92E+02,7.80E+01,1182.769182,0.00151855
2.10E-05,2.10E-05,2.10E-05,4.77E-05,61.5098,5.41E+07,65251.2,1.6,0.000135353,1.15E-05,2.92E-03,0.000254392,2.41E-04,4.20E+01,4.20E+01,4.20E+01,4.82E+02,9.54E+01,1189.843932,0.00349609
